sku,sale_date,units_sold,revenue
wagyu-flatiron-thin,2025-10-22,8.68,572.79
tomahawk-steak,2025-10-22,5.0,481.16
tenderloin-steak,2025-10-22,3.48,229.65
brisket-whole-trimmed,2025-10-22,15.76,299.28
eye-of-round-roast,2025-10-22,23.46,468.97
beef-stew-meat,2025-10-22,29.25,496.96
skirt-steak,2025-10-22,10.56,411.73
osso-buco,2025-10-22,7.4,133.13
ground-beef-medium,2025-10-22,148.31,2074.86
pork-chops-bnls,2025-10-22,51.26,768.39
pulled-pork-roast,2025-10-22,20.9,229.69
chuck-roast,2025-10-23,37.47,880.17
striploin-steak-bnls,2025-10-23,42.26,1816.76
ribeye-steak-bnls,2025-10-23,13.71,685.36
short-ribs-simmering,2025-10-23,54.58,2455.55
top-sirloin-steak-cr,2025-10-23,19.92,677.08
flank-steak,2025-10-23,14.33,515.74
blade-thin-sliced,2025-10-23,118.11,2951.57
pork-belly-thin-cut,2025-10-23,78.68,1022.05
wagyu-flatiron-thin,2025-10-23,9.59,632.84
tomahawk-steak,2025-10-23,6.0,577.39
tenderloin-steak,2025-10-23,3.55,234.26
brisket-whole-trimmed,2025-10-23,20.97,398.22
eye-of-round-roast,2025-10-23,24.37,487.16
beef-stew-meat,2025-10-23,29.21,496.28
skirt-steak,2025-10-23,11.12,433.57
osso-buco,2025-10-23,6.51,117.11
ground-beef-medium,2025-10-23,118.02,1651.1
pork-chops-bnls,2025-10-23,48.72,730.31
pulled-pork-roast,2025-10-23,21.47,235.96
chuck-roast,2025-10-24,26.72,627.65
striploin-steak-bnls,2025-10-24,43.18,1856.31
ribeye-steak-bnls,2025-10-24,12.44,621.88
short-ribs-simmering,2025-10-24,68.05,3061.57
top-sirloin-steak-cr,2025-10-24,23.08,784.49
flank-steak,2025-10-24,12.36,444.84
blade-thin-sliced,2025-10-24,113.99,2848.61
pork-belly-thin-cut,2025-10-24,96.52,1253.79
wagyu-flatiron-thin,2025-10-24,8.08,533.2
tomahawk-steak,2025-10-24,6.0,577.39
tenderloin-steak,2025-10-24,2.71,178.83
brisket-whole-trimmed,2025-10-24,15.54,295.1
eye-of-round-roast,2025-10-24,20.25,404.8
beef-stew-meat,2025-10-24,26.79,455.16
skirt-steak,2025-10-24,7.91,308.41
osso-buco,2025-10-24,6.66,119.81
ground-beef-medium,2025-10-24,114.69,1604.51
pork-chops-bnls,2025-10-24,54.21,812.61
pulled-pork-roast,2025-10-24,23.29,255.96
chuck-roast,2025-10-25,51.09,1200.1
striploin-steak-bnls,2025-10-25,66.49,2858.41
ribeye-steak-bnls,2025-10-25,18.41,920.32
short-ribs-simmering,2025-10-25,78.09,3513.27
top-sirloin-steak-cr,2025-10-25,37.94,1289.58
flank-steak,2025-10-25,21.09,759.03
blade-thin-sliced,2025-10-25,169.71,4241.05
pork-belly-thin-cut,2025-10-25,157.46,2045.41
wagyu-flatiron-thin,2025-10-25,17.56,1158.78
tomahawk-steak,2025-10-25,8.0,769.86
tenderloin-steak,2025-10-25,8.64,570.15
brisket-whole-trimmed,2025-10-25,33.45,635.22
eye-of-round-roast,2025-10-25,28.14,562.52
beef-stew-meat,2025-10-25,39.19,665.84
skirt-steak,2025-10-25,15.63,609.41
osso-buco,2025-10-25,11.22,201.85
ground-beef-medium,2025-10-25,205.64,2876.9
pork-chops-bnls,2025-10-25,81.76,1225.58
pulled-pork-roast,2025-10-25,38.77,426.08
chuck-roast,2025-10-26,48.47,1138.56
striploin-steak-bnls,2025-10-26,60.92,2618.95
ribeye-steak-bnls,2025-10-26,23.81,1190.26
short-ribs-simmering,2025-10-26,83.66,3763.86
top-sirloin-steak-cr,2025-10-26,40.64,1381.35
flank-steak,2025-10-26,23.1,831.37
blade-thin-sliced,2025-10-26,146.51,3661.28
pork-belly-thin-cut,2025-10-26,119.32,1549.97
wagyu-flatiron-thin,2025-10-26,12.23,807.06
tomahawk-steak,2025-10-26,10.0,962.33
tenderloin-steak,2025-10-26,6.89,454.67
brisket-whole-trimmed,2025-10-26,31.48,597.81
eye-of-round-roast,2025-10-26,32.39,647.48
beef-stew-meat,2025-10-26,38.05,646.47
skirt-steak,2025-10-26,13.8,538.06
osso-buco,2025-10-26,13.18,237.11
ground-beef-medium,2025-10-26,237.8,3326.82
pork-chops-bnls,2025-10-26,97.8,1466.02
pulled-pork-roast,2025-10-26,44.83,492.68
chuck-roast,2025-10-27,36.87,866.08
striploin-steak-bnls,2025-10-27,39.25,1687.36
ribeye-steak-bnls,2025-10-27,14.47,723.36
short-ribs-simmering,2025-10-27,60.81,2735.84
top-sirloin-steak-cr,2025-10-27,23.66,804.2
flank-steak,2025-10-27,12.31,443.04
blade-thin-sliced,2025-10-27,104.05,2600.21
pork-belly-thin-cut,2025-10-27,90.28,1172.74
wagyu-flatiron-thin,2025-10-27,9.12,601.83
tomahawk-steak,2025-10-27,6.0,577.39
tenderloin-steak,2025-10-27,3.3,217.77
brisket-whole-trimmed,2025-10-27,15.08,286.37
eye-of-round-roast,2025-10-27,26.88,537.33
beef-stew-meat,2025-10-27,35.76,607.56
skirt-steak,2025-10-27,9.34,364.17
osso-buco,2025-10-27,6.04,108.66
ground-beef-medium,2025-10-27,121.06,1693.63
pork-chops-bnls,2025-10-27,56.45,846.19
pulled-pork-roast,2025-10-27,25.98,285.52
chuck-roast,2025-10-28,30.63,719.5
striploin-steak-bnls,2025-10-28,43.61,1874.79
ribeye-steak-bnls,2025-10-28,13.59,679.36
short-ribs-simmering,2025-10-28,68.71,3091.26
top-sirloin-steak-cr,2025-10-28,21.24,721.95
flank-steak,2025-10-28,11.01,396.25
blade-thin-sliced,2025-10-28,114.42,2859.36
pork-belly-thin-cut,2025-10-28,101.27,1315.5
wagyu-flatiron-thin,2025-10-28,8.77,578.73
tomahawk-steak,2025-10-28,6.0,577.39
tenderloin-steak,2025-10-28,3.35,221.07
brisket-whole-trimmed,2025-10-28,16.0,303.84
eye-of-round-roast,2025-10-28,25.02,500.15
beef-stew-meat,2025-10-28,27.82,472.66
skirt-steak,2025-10-28,9.39,366.12
osso-buco,2025-10-28,8.48,152.56
ground-beef-medium,2025-10-28,117.05,1637.53
pork-chops-bnls,2025-10-28,49.72,745.3
pulled-pork-roast,2025-10-28,22.55,247.82
chuck-roast,2025-10-29,33.1,777.52
striploin-steak-bnls,2025-10-29,48.61,2089.74
ribeye-steak-bnls,2025-10-29,12.98,648.87
short-ribs-simmering,2025-10-29,55.03,2475.8
top-sirloin-steak-cr,2025-10-29,22.31,758.32
flank-steak,2025-10-29,13.55,487.66
blade-thin-sliced,2025-10-29,118.79,2968.56
pork-belly-thin-cut,2025-10-29,92.78,1205.21
wagyu-flatiron-thin,2025-10-29,9.35,617.01
tomahawk-steak,2025-10-29,6.0,577.39
tenderloin-steak,2025-10-29,3.46,228.33
brisket-whole-trimmed,2025-10-29,16.25,308.59
eye-of-round-roast,2025-10-29,22.91,457.97
beef-stew-meat,2025-10-29,25.52,433.58
skirt-steak,2025-10-29,10.83,422.26
osso-buco,2025-10-29,8.31,149.5
ground-beef-medium,2025-10-29,143.22,2003.65
pork-chops-bnls,2025-10-29,55.57,832.99
pulled-pork-roast,2025-10-29,21.9,240.68
chuck-roast,2025-10-30,30.45,715.27
striploin-steak-bnls,2025-10-30,43.13,1854.16
ribeye-steak-bnls,2025-10-30,13.44,671.87
short-ribs-simmering,2025-10-30,63.69,2865.41
top-sirloin-steak-cr,2025-10-30,23.41,795.71
flank-steak,2025-10-30,14.82,533.37
blade-thin-sliced,2025-10-30,97.79,2443.77
pork-belly-thin-cut,2025-10-30,81.58,1059.72
wagyu-flatiron-thin,2025-10-30,10.53,694.87
tomahawk-steak,2025-10-30,7.0,673.63
tenderloin-steak,2025-10-30,3.38,223.05
brisket-whole-trimmed,2025-10-30,17.48,331.95
eye-of-round-roast,2025-10-30,21.86,436.98
beef-stew-meat,2025-10-30,26.66,452.95
skirt-steak,2025-10-30,9.37,365.34
osso-buco,2025-10-30,9.59,172.52
ground-beef-medium,2025-10-30,135.83,1900.26
pork-chops-bnls,2025-10-30,57.49,861.78
pulled-pork-roast,2025-10-30,18.09,198.81
chuck-roast,2025-10-31,33.41,784.8
striploin-steak-bnls,2025-10-31,51.27,2204.1
ribeye-steak-bnls,2025-10-31,13.93,696.36
short-ribs-simmering,2025-10-31,36.66,1649.33
top-sirloin-steak-cr,2025-10-31,23.99,815.42
flank-steak,2025-10-31,16.7,601.03
blade-thin-sliced,2025-10-31,83.67,2090.91
pork-belly-thin-cut,2025-10-31,106.16,1379.02
wagyu-flatiron-thin,2025-10-31,6.35,419.04
tomahawk-steak,2025-10-31,7.0,673.63
tenderloin-steak,2025-10-31,3.54,233.6
brisket-whole-trimmed,2025-10-31,13.37,253.9
eye-of-round-roast,2025-10-31,23.34,466.57
beef-stew-meat,2025-10-31,30.47,517.69
skirt-steak,2025-10-31,9.25,360.66
osso-buco,2025-10-31,7.59,136.54
ground-beef-medium,2025-10-31,126.41,1768.48
pork-chops-bnls,2025-10-31,42.52,637.37
pulled-pork-roast,2025-10-31,24.04,264.2
chuck-roast,2025-11-01,60.02,1409.87
striploin-steak-bnls,2025-11-01,75.99,3266.81
ribeye-steak-bnls,2025-11-01,17.45,872.33
short-ribs-simmering,2025-11-01,70.16,3156.5
top-sirloin-steak-cr,2025-11-01,36.0,1223.64
flank-steak,2025-11-01,18.29,658.26
blade-thin-sliced,2025-11-01,169.08,4225.31
pork-belly-thin-cut,2025-11-01,139.18,1807.95
wagyu-flatiron-thin,2025-11-01,13.43,886.25
tomahawk-steak,2025-11-01,10.0,962.33
tenderloin-steak,2025-11-01,8.56,564.87
brisket-whole-trimmed,2025-11-01,29.02,551.09
eye-of-round-roast,2025-11-01,30.35,606.7
beef-stew-meat,2025-11-01,28.05,476.57
skirt-steak,2025-11-01,15.31,596.94
osso-buco,2025-11-01,13.29,239.09
ground-beef-medium,2025-11-01,198.72,2780.09
pork-chops-bnls,2025-11-01,83.36,1249.57
pulled-pork-roast,2025-11-01,41.02,450.81
chuck-roast,2025-11-02,47.17,1108.02
striploin-steak-bnls,2025-11-02,68.7,2953.41
ribeye-steak-bnls,2025-11-02,24.95,1247.25
short-ribs-simmering,2025-11-02,83.14,3740.47
top-sirloin-steak-cr,2025-11-02,41.38,1406.51
flank-steak,2025-11-02,21.64,778.82
blade-thin-sliced,2025-11-02,155.68,3890.44
pork-belly-thin-cut,2025-11-02,141.35,1836.14
wagyu-flatiron-thin,2025-11-02,14.91,983.91
tomahawk-steak,2025-11-02,10.0,962.33
tenderloin-steak,2025-11-02,7.99,527.26
brisket-whole-trimmed,2025-11-02,29.88,567.42
eye-of-round-roast,2025-11-02,29.79,595.5
beef-stew-meat,2025-11-02,33.32,566.11
skirt-steak,2025-11-02,13.09,510.38
osso-buco,2025-11-02,13.9,250.06
ground-beef-medium,2025-11-02,200.22,2801.08
pork-chops-bnls,2025-11-02,88.19,1321.97
pulled-pork-roast,2025-11-02,37.38,410.81
chuck-roast,2025-11-03,44.42,1043.43
striploin-steak-bnls,2025-11-03,42.3,1818.48
ribeye-steak-bnls,2025-11-03,11.96,597.88
short-ribs-simmering,2025-11-03,55.02,2475.35
top-sirloin-steak-cr,2025-11-03,17.99,611.48
flank-steak,2025-11-03,15.95,574.04
blade-thin-sliced,2025-11-03,125.15,3127.5
pork-belly-thin-cut,2025-11-03,95.12,1235.61
wagyu-flatiron-thin,2025-11-03,7.95,524.62
tomahawk-steak,2025-11-03,8.0,769.86
tenderloin-steak,2025-11-03,3.4,224.37
brisket-whole-trimmed,2025-11-03,17.14,325.49
eye-of-round-roast,2025-11-03,26.28,525.34
beef-stew-meat,2025-11-03,28.73,488.12
skirt-steak,2025-11-03,11.52,449.16
osso-buco,2025-11-03,7.3,131.33
ground-beef-medium,2025-11-03,126.63,1771.55
pork-chops-bnls,2025-11-03,49.37,740.06
pulled-pork-roast,2025-11-03,17.75,195.07
chuck-roast,2025-11-04,34.25,804.53
striploin-steak-bnls,2025-11-04,50.75,2181.74
ribeye-steak-bnls,2025-11-04,14.26,712.86
short-ribs-simmering,2025-11-04,62.12,2794.78
top-sirloin-steak-cr,2025-11-04,19.65,667.9
flank-steak,2025-11-04,13.64,490.9
blade-thin-sliced,2025-11-04,119.9,2996.3
pork-belly-thin-cut,2025-11-04,93.2,1210.67
wagyu-flatiron-thin,2025-11-04,9.03,595.89
tomahawk-steak,2025-11-04,6.0,577.39
tenderloin-steak,2025-11-04,3.93,259.34
brisket-whole-trimmed,2025-11-04,12.17,231.11
eye-of-round-roast,2025-11-04,23.17,463.17
beef-stew-meat,2025-11-04,36.11,613.51
skirt-steak,2025-11-04,7.39,288.14
osso-buco,2025-11-04,6.88,123.77
ground-beef-medium,2025-11-04,132.66,1855.91
pork-chops-bnls,2025-11-04,50.26,753.4
pulled-pork-roast,2025-11-04,25.05,275.3
chuck-roast,2025-11-05,37.47,880.17
striploin-steak-bnls,2025-11-05,45.07,1937.56
ribeye-steak-bnls,2025-11-05,14.61,730.35
short-ribs-simmering,2025-11-05,62.09,2793.43
top-sirloin-steak-cr,2025-11-05,32.37,1100.26
flank-steak,2025-11-05,13.52,486.58
blade-thin-sliced,2025-11-05,108.74,2717.41
pork-belly-thin-cut,2025-11-05,72.15,937.23
wagyu-flatiron-thin,2025-11-05,8.3,547.72
tomahawk-steak,2025-11-05,7.0,673.63
tenderloin-steak,2025-11-05,3.02,199.29
brisket-whole-trimmed,2025-11-05,13.68,259.78
eye-of-round-roast,2025-11-05,22.22,444.18
beef-stew-meat,2025-11-05,31.29,531.62
skirt-steak,2025-11-05,8.9,347.01
osso-buco,2025-11-05,6.8,122.33
ground-beef-medium,2025-11-05,106.33,1487.56
pork-chops-bnls,2025-11-05,56.07,840.49
pulled-pork-roast,2025-11-05,23.95,263.21
chuck-roast,2025-11-06,28.61,672.05
striploin-steak-bnls,2025-11-06,50.69,2179.16
ribeye-steak-bnls,2025-11-06,14.55,727.35
short-ribs-simmering,2025-11-06,70.95,3192.04
top-sirloin-steak-cr,2025-11-06,23.73,806.58
flank-steak,2025-11-06,14.36,516.82
blade-thin-sliced,2025-11-06,113.05,2825.12
pork-belly-thin-cut,2025-11-06,98.21,1275.75
wagyu-flatiron-thin,2025-11-06,7.12,469.85
tomahawk-steak,2025-11-06,5.0,481.16
tenderloin-steak,2025-11-06,3.24,213.81
brisket-whole-trimmed,2025-11-06,17.43,331.0
eye-of-round-roast,2025-11-06,23.18,463.37
beef-stew-meat,2025-11-06,27.61,469.09
skirt-steak,2025-11-06,10.12,394.58
osso-buco,2025-11-06,8.12,146.08
ground-beef-medium,2025-11-06,119.63,1673.62
pork-chops-bnls,2025-11-06,54.65,819.2
pulled-pork-roast,2025-11-06,20.0,219.8
chuck-roast,2025-11-07,34.62,813.22
striploin-steak-bnls,2025-11-07,46.0,1977.54
ribeye-steak-bnls,2025-11-07,8.83,441.41
short-ribs-simmering,2025-11-07,82.67,3719.32
top-sirloin-steak-cr,2025-11-07,23.68,804.88
flank-steak,2025-11-07,12.37,445.2
blade-thin-sliced,2025-11-07,133.76,3342.66
pork-belly-thin-cut,2025-11-07,84.92,1103.11
wagyu-flatiron-thin,2025-11-07,8.99,593.25
tomahawk-steak,2025-11-07,6.0,577.39
tenderloin-steak,2025-11-07,4.31,284.42
brisket-whole-trimmed,2025-11-07,17.48,331.95
eye-of-round-roast,2025-11-07,22.53,450.37
beef-stew-meat,2025-11-07,30.67,521.08
skirt-steak,2025-11-07,9.49,370.02
osso-buco,2025-11-07,7.04,126.65
ground-beef-medium,2025-11-07,151.64,2121.44
pork-chops-bnls,2025-11-07,71.95,1078.53
pulled-pork-roast,2025-11-07,22.99,252.66
chuck-roast,2025-11-08,49.37,1159.7
striploin-steak-bnls,2025-11-08,67.76,2913.0
ribeye-steak-bnls,2025-11-08,25.88,1293.74
short-ribs-simmering,2025-11-08,78.28,3521.82
top-sirloin-steak-cr,2025-11-08,38.53,1309.63
flank-steak,2025-11-08,18.41,662.58
blade-thin-sliced,2025-11-08,145.99,3648.29
pork-belly-thin-cut,2025-11-08,124.81,1621.28
wagyu-flatiron-thin,2025-11-08,15.83,1044.62
tomahawk-steak,2025-11-08,11.0,1058.56
tenderloin-steak,2025-11-08,8.49,560.26
brisket-whole-trimmed,2025-11-08,27.78,527.54
eye-of-round-roast,2025-11-08,28.4,567.72
beef-stew-meat,2025-11-08,41.74,709.16
skirt-steak,2025-11-08,18.23,710.79
osso-buco,2025-11-08,13.32,239.63
ground-beef-medium,2025-11-08,184.71,2584.09
pork-chops-bnls,2025-11-08,91.14,1366.19
pulled-pork-roast,2025-11-08,35.37,388.72
chuck-roast,2025-11-09,51.02,1198.46
striploin-steak-bnls,2025-11-09,87.12,3745.29
ribeye-steak-bnls,2025-11-09,22.68,1133.77
short-ribs-simmering,2025-11-09,76.65,3448.48
top-sirloin-steak-cr,2025-11-09,41.84,1422.14
flank-steak,2025-11-09,20.92,752.91
blade-thin-sliced,2025-11-09,142.37,3557.83
pork-belly-thin-cut,2025-11-09,144.39,1875.63
wagyu-flatiron-thin,2025-11-09,18.21,1201.68
tomahawk-steak,2025-11-09,9.0,866.09
tenderloin-steak,2025-11-09,7.62,502.84
brisket-whole-trimmed,2025-11-09,27.62,524.5
eye-of-round-roast,2025-11-09,30.43,608.3
beef-stew-meat,2025-11-09,33.11,562.54
skirt-steak,2025-11-09,14.12,550.54
osso-buco,2025-11-09,16.65,299.53
ground-beef-medium,2025-11-09,205.92,2880.82
pork-chops-bnls,2025-11-09,85.31,1278.8
pulled-pork-roast,2025-11-09,44.27,486.53
chuck-roast,2025-11-10,38.83,912.12
striploin-steak-bnls,2025-11-10,42.13,1811.17
ribeye-steak-bnls,2025-11-10,13.72,685.86
short-ribs-simmering,2025-11-10,60.0,2699.4
top-sirloin-steak-cr,2025-11-10,23.32,792.65
flank-steak,2025-11-10,13.83,497.74
blade-thin-sliced,2025-11-10,101.48,2535.99
pork-belly-thin-cut,2025-11-10,75.51,980.87
wagyu-flatiron-thin,2025-11-10,9.01,594.57
tomahawk-steak,2025-11-10,6.0,577.39
tenderloin-steak,2025-11-10,2.82,186.09
brisket-whole-trimmed,2025-11-10,18.81,357.2
eye-of-round-roast,2025-11-10,24.84,496.55
beef-stew-meat,2025-11-10,35.93,610.45
skirt-steak,2025-11-10,8.45,329.47
osso-buco,2025-11-10,6.64,119.45
ground-beef-medium,2025-11-10,116.29,1626.9
pork-chops-bnls,2025-11-10,54.46,816.36
pulled-pork-roast,2025-11-10,22.67,249.14
chuck-roast,2025-11-11,32.14,754.97
striploin-steak-bnls,2025-11-11,43.35,1863.62
ribeye-steak-bnls,2025-11-11,10.48,523.9
short-ribs-simmering,2025-11-11,69.22,3114.21
top-sirloin-steak-cr,2025-11-11,20.18,685.92
flank-steak,2025-11-11,13.22,475.79
blade-thin-sliced,2025-11-11,89.57,2238.35
pork-belly-thin-cut,2025-11-11,82.57,1072.58
wagyu-flatiron-thin,2025-11-11,8.56,564.87
tomahawk-steak,2025-11-11,6.0,577.39
tenderloin-steak,2025-11-11,3.75,247.46
brisket-whole-trimmed,2025-11-11,21.03,399.36
eye-of-round-roast,2025-11-11,24.16,482.96
beef-stew-meat,2025-11-11,29.79,506.13
skirt-steak,2025-11-11,10.52,410.17
osso-buco,2025-11-11,7.58,136.36
ground-beef-medium,2025-11-11,132.2,1849.48
pork-chops-bnls,2025-11-11,59.93,898.35
pulled-pork-roast,2025-11-11,25.16,276.51
chuck-roast,2025-11-12,38.26,898.73
striploin-steak-bnls,2025-11-12,37.2,1599.23
ribeye-steak-bnls,2025-11-12,12.01,600.38
short-ribs-simmering,2025-11-12,59.96,2697.6
top-sirloin-steak-cr,2025-11-12,24.29,825.62
flank-steak,2025-11-12,13.24,476.51
blade-thin-sliced,2025-11-12,121.7,3041.28
pork-belly-thin-cut,2025-11-12,103.6,1345.76
wagyu-flatiron-thin,2025-11-12,10.22,674.42
tomahawk-steak,2025-11-12,7.0,673.63
tenderloin-steak,2025-11-12,3.13,206.55
brisket-whole-trimmed,2025-11-12,18.76,356.25
eye-of-round-roast,2025-11-12,20.58,411.39
beef-stew-meat,2025-11-12,21.8,370.38
skirt-steak,2025-11-12,8.55,333.36
osso-buco,2025-11-12,8.3,149.32
ground-beef-medium,2025-11-12,140.31,1962.94
pork-chops-bnls,2025-11-12,67.61,1013.47
pulled-pork-roast,2025-11-12,22.6,248.37
chuck-roast,2025-11-13,47.45,1114.6
striploin-steak-bnls,2025-11-13,45.21,1943.58
ribeye-steak-bnls,2025-11-13,13.31,665.37
short-ribs-simmering,2025-11-13,53.18,2392.57
top-sirloin-steak-cr,2025-11-13,25.27,858.93
flank-steak,2025-11-13,12.5,449.88
blade-thin-sliced,2025-11-13,98.32,2457.02
pork-belly-thin-cut,2025-11-13,103.18,1340.31
wagyu-flatiron-thin,2025-11-13,10.17,671.12
tomahawk-steak,2025-11-13,7.0,673.63
tenderloin-steak,2025-11-13,3.39,223.71
brisket-whole-trimmed,2025-11-13,17.6,334.22
eye-of-round-roast,2025-11-13,21.97,439.18
beef-stew-meat,2025-11-13,29.16,495.43
skirt-steak,2025-11-13,10.66,415.63
osso-buco,2025-11-13,7.4,133.13
ground-beef-medium,2025-11-13,168.15,2352.42
pork-chops-bnls,2025-11-13,59.13,886.36
pulled-pork-roast,2025-11-13,21.52,236.5
chuck-roast,2025-11-14,39.1,918.46
striploin-steak-bnls,2025-11-14,54.28,2333.5
ribeye-steak-bnls,2025-11-14,16.86,842.83
short-ribs-simmering,2025-11-14,71.41,3212.74
top-sirloin-steak-cr,2025-11-14,22.2,754.58
flank-steak,2025-11-14,12.94,465.71
blade-thin-sliced,2025-11-14,113.8,2843.86
pork-belly-thin-cut,2025-11-14,108.14,1404.74
wagyu-flatiron-thin,2025-11-14,9.32,615.03
tomahawk-steak,2025-11-14,6.0,577.39
tenderloin-steak,2025-11-14,3.56,234.92
brisket-whole-trimmed,2025-11-14,17.02,323.21
eye-of-round-roast,2025-11-14,21.71,433.98
beef-stew-meat,2025-11-14,26.99,458.56
skirt-steak,2025-11-14,10.87,423.82
osso-buco,2025-11-14,6.88,123.77
ground-beef-medium,2025-11-14,133.62,1869.34
pork-chops-bnls,2025-11-14,47.89,717.87
pulled-pork-roast,2025-11-14,24.11,264.97
chuck-roast,2025-11-15,57.33,1346.68
striploin-steak-bnls,2025-11-15,80.63,3466.28
ribeye-steak-bnls,2025-11-15,22.68,1133.77
short-ribs-simmering,2025-11-15,90.08,4052.7
top-sirloin-steak-cr,2025-11-15,39.11,1329.35
flank-steak,2025-11-15,23.57,848.28
blade-thin-sliced,2025-11-15,174.63,4364.0
pork-belly-thin-cut,2025-11-15,133.71,1736.89
wagyu-flatiron-thin,2025-11-15,16.2,1069.04
tomahawk-steak,2025-11-15,10.0,962.33
tenderloin-steak,2025-11-15,7.69,507.46
brisket-whole-trimmed,2025-11-15,30.1,571.6
eye-of-round-roast,2025-11-15,38.0,759.62
beef-stew-meat,2025-11-15,48.96,831.83
skirt-steak,2025-11-15,13.8,538.06
osso-buco,2025-11-15,11.42,205.45
ground-beef-medium,2025-11-15,173.69,2429.92
pork-chops-bnls,2025-11-15,78.69,1179.56
pulled-pork-roast,2025-11-15,44.34,487.3
chuck-roast,2025-11-16,52.25,1227.35
striploin-steak-bnls,2025-11-16,67.77,2913.43
ribeye-steak-bnls,2025-11-16,23.58,1178.76
short-ribs-simmering,2025-11-16,77.42,3483.13
top-sirloin-steak-cr,2025-11-16,38.69,1315.07
flank-steak,2025-11-16,22.08,794.66
blade-thin-sliced,2025-11-16,139.17,3477.86
pork-belly-thin-cut,2025-11-16,115.57,1501.25
wagyu-flatiron-thin,2025-11-16,13.93,919.24
tomahawk-steak,2025-11-16,10.0,962.33
tenderloin-steak,2025-11-16,8.2,541.12
brisket-whole-trimmed,2025-11-16,33.33,632.94
eye-of-round-roast,2025-11-16,24.87,497.15
beef-stew-meat,2025-11-16,29.65,503.75
skirt-steak,2025-11-16,17.25,672.58
osso-buco,2025-11-16,9.52,171.26
ground-beef-medium,2025-11-16,225.46,3154.19
pork-chops-bnls,2025-11-16,64.06,960.26
pulled-pork-roast,2025-11-16,44.06,484.22
chuck-roast,2025-11-17,31.84,747.92
striploin-steak-bnls,2025-11-17,50.18,2157.24
ribeye-steak-bnls,2025-11-17,19.49,974.31
short-ribs-simmering,2025-11-17,47.22,2124.43
top-sirloin-steak-cr,2025-11-17,24.05,817.46
flank-steak,2025-11-17,10.7,385.09
blade-thin-sliced,2025-11-17,111.79,2793.63
pork-belly-thin-cut,2025-11-17,86.36,1121.82
wagyu-flatiron-thin,2025-11-17,8.99,593.25
tomahawk-steak,2025-11-17,5.0,481.16
tenderloin-steak,2025-11-17,3.89,256.7
brisket-whole-trimmed,2025-11-17,14.89,282.76
eye-of-round-roast,2025-11-17,25.67,513.14
beef-stew-meat,2025-11-17,25.29,429.68
skirt-steak,2025-11-17,7.49,292.04
osso-buco,2025-11-17,8.57,154.17
ground-beef-medium,2025-11-17,131.72,1842.76
pork-chops-bnls,2025-11-17,66.72,1000.13
pulled-pork-roast,2025-11-17,25.61,281.45
chuck-roast,2025-11-18,32.19,756.14
striploin-steak-bnls,2025-11-18,43.81,1883.39
ribeye-steak-bnls,2025-11-18,13.47,673.37
short-ribs-simmering,2025-11-18,74.37,3345.91
top-sirloin-steak-cr,2025-11-18,23.32,792.65
flank-steak,2025-11-18,13.56,488.02
blade-thin-sliced,2025-11-18,103.72,2591.96
pork-belly-thin-cut,2025-11-18,87.99,1142.99
wagyu-flatiron-thin,2025-11-18,10.35,683.0
tomahawk-steak,2025-11-18,6.0,577.39
tenderloin-steak,2025-11-18,3.38,223.05
brisket-whole-trimmed,2025-11-18,16.55,314.28
eye-of-round-roast,2025-11-18,20.71,413.99
beef-stew-meat,2025-11-18,22.46,381.6
skirt-steak,2025-11-18,8.09,315.43
osso-buco,2025-11-18,8.47,152.38
ground-beef-medium,2025-11-18,129.54,1812.26
pork-chops-bnls,2025-11-18,57.78,866.12
pulled-pork-roast,2025-11-18,16.45,180.79
chuck-roast,2025-11-19,37.9,890.27
striploin-steak-bnls,2025-11-19,43.42,1866.63
ribeye-steak-bnls,2025-11-19,12.54,626.87
short-ribs-simmering,2025-11-19,63.32,2848.77
top-sirloin-steak-cr,2025-11-19,20.86,709.03
flank-steak,2025-11-19,10.3,370.7
blade-thin-sliced,2025-11-19,118.61,2964.06
pork-belly-thin-cut,2025-11-19,91.13,1183.78
wagyu-flatiron-thin,2025-11-19,8.53,562.89
tomahawk-steak,2025-11-19,5.0,481.16
tenderloin-steak,2025-11-19,2.97,195.99
brisket-whole-trimmed,2025-11-19,18.18,345.24
eye-of-round-roast,2025-11-19,26.84,536.53
beef-stew-meat,2025-11-19,27.21,462.3
skirt-steak,2025-11-19,7.5,292.43
osso-buco,2025-11-19,7.28,130.97
ground-beef-medium,2025-11-19,131.94,1845.84
pork-chops-bnls,2025-11-19,58.89,882.76
pulled-pork-roast,2025-11-19,23.8,261.56
chuck-roast,2025-11-20,24.78,582.08
striploin-steak-bnls,2025-11-20,47.24,2030.85
ribeye-steak-bnls,2025-11-20,11.78,588.88
short-ribs-simmering,2025-11-20,52.28,2352.08
top-sirloin-steak-cr,2025-11-20,21.64,735.54
flank-steak,2025-11-20,13.95,502.06
blade-thin-sliced,2025-11-20,87.3,2181.63
pork-belly-thin-cut,2025-11-20,96.3,1250.94
wagyu-flatiron-thin,2025-11-20,9.7,640.1
tomahawk-steak,2025-11-20,6.0,577.39
tenderloin-steak,2025-11-20,3.19,210.51
brisket-whole-trimmed,2025-11-20,15.75,299.09
eye-of-round-roast,2025-11-20,25.02,500.15
beef-stew-meat,2025-11-20,22.17,376.67
