production_date,source_primal,planned_primal_kg,actual_primal_kg,status,shortfall_reason,data_source
2025-09-17,Pork Loin,125.87,127.39,completed,,synthetic
2025-09-17,Pork Shoulder,49.53,49.7,completed,,synthetic
2025-09-17,Round,116.4,120.12,completed,,synthetic
2025-09-17,Shank,16.78,7.72,partial,labor_short,synthetic
2025-09-17,Striploin Whole,114.31,114.19,completed,,synthetic
2025-09-17,Tenderloin,9.26,9.07,completed,,synthetic
2025-09-17,Top Sirloin Butt,53.07,51.44,completed,,synthetic
2025-09-17,Wagyu Flat Iron,21.48,21.44,completed,,synthetic
2025-09-18,6X6 Frenched,24.04,24.54,completed,,synthetic
2025-09-18,Blade Eyes,335.79,329.96,completed,,synthetic
2025-09-18,Bone-in Ribeye,39.92,39.97,completed,,synthetic
2025-09-18,Brisket,41.96,26.59,partial,labor_short,synthetic
2025-09-18,Chuck Flat,152.22,151.59,completed,,synthetic
2025-09-18,Chuck Primal,290.73,286.08,completed,,synthetic
2025-09-18,Flank,33.43,32.53,completed,,synthetic
2025-09-18,Plate,25.47,25.22,completed,,synthetic
2025-09-18,Pork Belly,198.13,144.78,partial,equipment,synthetic
2025-09-18,Pork Loin,125.87,130.66,completed,,synthetic
2025-09-18,Pork Shoulder,49.53,51.03,completed,,synthetic
2025-09-18,Round,116.4,118.1,completed,,synthetic
2025-09-18,Shank,16.78,17.02,completed,,synthetic
2025-09-18,Striploin Whole,114.31,110.78,completed,,synthetic
2025-09-18,Tenderloin,9.26,9.18,completed,,synthetic
2025-09-18,Top Sirloin Butt,53.07,42.73,partial,labor_short,synthetic
2025-09-18,Wagyu Flat Iron,21.48,22.04,completed,,synthetic
2025-09-19,6X6 Frenched,30.05,30.13,completed,,synthetic
2025-09-19,Blade Eyes,425.29,431.95,completed,,synthetic
2025-09-19,Bone-in Ribeye,53.23,55.47,completed,,synthetic
2025-09-19,Brisket,57.69,59.5,completed,,synthetic
2025-09-19,Chuck Flat,179.4,185.06,completed,,synthetic
2025-09-19,Chuck Primal,358.57,362.45,completed,,synthetic
2025-09-19,Flank,44.58,43.58,completed,,synthetic
2025-09-19,Plate,35.66,35.55,completed,,synthetic
2025-09-19,Pork Belly,247.66,246.38,completed,,synthetic
2025-09-19,Pork Loin,157.34,87.72,partial,labor_short,synthetic
2025-09-19,Pork Shoulder,69.35,74.24,completed,,synthetic
2025-09-19,Round,137.45,139.9,completed,,synthetic
2025-09-19,Shank,24.13,24.05,completed,,synthetic
2025-09-19,Striploin Whole,142.88,137.1,completed,,synthetic
2025-09-19,Tenderloin,15.05,15.58,completed,,synthetic
2025-09-19,Top Sirloin Butt,74.3,77.11,completed,,synthetic
2025-09-19,Wagyu Flat Iron,30.08,22.07,partial,labor_short,synthetic
2025-09-20,6X6 Frenched,36.06,36.64,completed,,synthetic
2025-09-20,Blade Eyes,514.78,0.0,cancelled,stock_short,synthetic
2025-09-20,Bone-in Ribeye,66.54,62.26,completed,,synthetic
2025-09-20,Brisket,73.42,74.95,completed,,synthetic
2025-09-20,Chuck Flat,206.59,199.14,completed,,synthetic
2025-09-20,Chuck Primal,426.41,455.78,completed,,synthetic
2025-09-20,Flank,55.72,55.53,completed,,synthetic
2025-09-20,Plate,45.85,46.09,completed,,synthetic
2025-09-20,Pork Belly,297.19,297.76,completed,,synthetic
2025-09-20,Pork Loin,188.81,191.67,completed,,synthetic
2025-09-20,Pork Shoulder,89.16,90.09,completed,,synthetic
2025-09-20,Round,158.5,161.93,completed,,synthetic
2025-09-20,Shank,31.47,31.57,completed,,synthetic
2025-09-20,Striploin Whole,171.46,169.76,completed,,synthetic
2025-09-20,Tenderloin,20.84,21.02,completed,,synthetic
2025-09-20,Top Sirloin Butt,95.53,93.83,completed,,synthetic
2025-09-20,Wagyu Flat Iron,38.67,39.7,completed,,synthetic
2025-09-21,6X6 Frenched,30.05,29.46,completed,,synthetic
2025-09-21,Blade Eyes,425.29,0.0,cancelled,stock_short,synthetic
2025-09-21,Bone-in Ribeye,53.23,55.76,completed,,synthetic
2025-09-21,Brisket,57.69,59.32,completed,,synthetic
2025-09-21,Chuck Flat,179.4,170.24,completed,,synthetic
2025-09-21,Chuck Primal,358.57,372.71,completed,,synthetic
2025-09-21,Flank,44.58,46.24,completed,,synthetic
2025-09-21,Plate,35.66,34.08,completed,,synthetic
2025-09-21,Pork Belly,247.66,251.83,completed,,synthetic
2025-09-21,Pork Loin,157.34,161.68,completed,,synthetic
2025-09-21,Pork Shoulder,69.35,68.3,completed,,synthetic
2025-09-21,Round,137.45,100.43,partial,labor_short,synthetic
2025-09-21,Shank,24.13,23.99,completed,,synthetic
2025-09-21,Striploin Whole,142.88,136.65,completed,,synthetic
2025-09-21,Tenderloin,15.05,15.29,completed,,synthetic
2025-09-21,Top Sirloin Butt,74.3,71.99,completed,,synthetic
2025-09-21,Wagyu Flat Iron,30.08,31.36,completed,,synthetic
2025-09-22,6X6 Frenched,24.04,24.18,completed,,synthetic
2025-09-22,Blade Eyes,335.79,0.0,cancelled,stock_short,synthetic
2025-09-22,Bone-in Ribeye,39.92,40.68,completed,,synthetic
2025-09-22,Brisket,41.96,40.77,completed,,synthetic
2025-09-22,Chuck Flat,152.22,153.42,completed,,synthetic
2025-09-22,Chuck Primal,290.73,289.57,completed,,synthetic
2025-09-22,Flank,33.43,34.7,completed,,synthetic
2025-09-22,Plate,25.47,24.37,completed,,synthetic
2025-09-22,Pork Belly,198.13,192.61,completed,,synthetic
2025-09-22,Pork Loin,125.87,132.11,completed,,synthetic
2025-09-22,Pork Shoulder,49.53,50.92,completed,,synthetic
2025-09-22,Round,116.4,116.73,completed,,synthetic
2025-09-22,Shank,16.78,16.0,completed,,synthetic
2025-09-22,Striploin Whole,114.31,110.98,completed,,synthetic
2025-09-22,Tenderloin,9.26,9.81,completed,,synthetic
2025-09-22,Top Sirloin Butt,53.07,28.02,partial,labor_short,synthetic
2025-09-22,Wagyu Flat Iron,21.48,22.6,completed,,synthetic
2025-09-23,6X6 Frenched,24.04,20.38,partial,quality_hold,synthetic
2025-09-23,Blade Eyes,335.79,320.78,completed,,synthetic
2025-09-23,Bone-in Ribeye,39.92,39.05,completed,,synthetic
2025-09-23,Brisket,41.96,42.02,completed,,synthetic
2025-09-23,Chuck Flat,152.22,145.03,completed,,synthetic
2025-09-23,Chuck Primal,290.73,278.48,completed,,synthetic
2025-09-23,Flank,33.43,30.85,completed,,synthetic
2025-09-23,Plate,25.47,25.73,completed,,synthetic
2025-09-23,Pork Belly,198.13,192.39,completed,,synthetic
2025-09-23,Pork Loin,125.87,121.32,completed,,synthetic
2025-09-23,Pork Shoulder,49.53,48.08,completed,,synthetic
2025-09-23,Round,116.4,109.57,completed,,synthetic
2025-09-23,Shank,16.78,16.44,completed,,synthetic
2025-09-23,Striploin Whole,114.31,119.63,completed,,synthetic
2025-09-23,Tenderloin,9.26,9.43,completed,,synthetic
2025-09-23,Top Sirloin Butt,53.07,41.94,partial,labor_short,synthetic
2025-09-23,Wagyu Flat Iron,21.48,21.43,completed,,synthetic
2025-09-24,6X6 Frenched,24.04,25.05,completed,,synthetic
2025-09-24,Blade Eyes,335.79,329.36,completed,,synthetic
2025-09-24,Bone-in Ribeye,39.92,38.9,completed,,synthetic
2025-09-24,Brisket,41.96,43.84,completed,,synthetic
2025-09-24,Chuck Flat,152.22,154.4,completed,,synthetic
2025-09-24,Chuck Primal,290.73,293.02,completed,,synthetic
2025-09-24,Flank,33.43,33.96,completed,,synthetic
2025-09-24,Plate,25.47,25.86,completed,,synthetic
2025-09-24,Pork Belly,198.13,199.24,completed,,synthetic
2025-09-24,Pork Loin,125.87,131.55,completed,,synthetic
2025-09-24,Pork Shoulder,49.53,32.97,partial,equipment,synthetic
2025-09-24,Round,116.4,116.61,completed,,synthetic
2025-09-24,Shank,16.78,16.19,completed,,synthetic
2025-09-24,Striploin Whole,114.31,113.8,completed,,synthetic
2025-09-24,Tenderloin,9.26,8.64,completed,,synthetic
2025-09-24,Top Sirloin Butt,53.07,52.17,completed,,synthetic
2025-09-24,Wagyu Flat Iron,21.48,21.18,completed,,synthetic
2025-09-25,6X6 Frenched,24.04,24.53,completed,,synthetic
2025-09-25,Blade Eyes,335.79,331.13,completed,,synthetic
2025-09-25,Bone-in Ribeye,39.92,20.75,partial,quality_hold,synthetic
2025-09-25,Brisket,41.96,44.29,completed,,synthetic
2025-09-25,Chuck Flat,152.22,146.37,completed,,synthetic
2025-09-25,Chuck Primal,290.73,295.54,completed,,synthetic
2025-09-25,Flank,33.43,31.94,completed,,synthetic
2025-09-25,Plate,25.47,24.94,completed,,synthetic
2025-09-25,Pork Belly,198.13,207.82,completed,,synthetic
2025-09-25,Pork Loin,125.87,121.72,completed,,synthetic
2025-09-25,Pork Shoulder,49.53,49.27,completed,,synthetic
2025-09-25,Round,116.4,115.57,completed,,synthetic
2025-09-25,Shank,16.78,16.62,completed,,synthetic
2025-09-25,Striploin Whole,114.31,116.16,completed,,synthetic
2025-09-25,Tenderloin,9.26,8.91,completed,,synthetic
2025-09-25,Top Sirloin Butt,53.07,53.01,completed,,synthetic
2025-09-25,Wagyu Flat Iron,21.48,21.03,completed,,synthetic
2025-09-26,6X6 Frenched,30.05,29.77,completed,,synthetic
2025-09-26,Blade Eyes,425.29,435.41,completed,,synthetic
2025-09-26,Bone-in Ribeye,53.23,51.77,completed,,synthetic
2025-09-26,Brisket,57.69,61.41,completed,,synthetic
2025-09-26,Chuck Flat,179.4,184.54,completed,,synthetic
2025-09-26,Chuck Primal,358.57,347.13,completed,,synthetic
2025-09-26,Flank,44.58,45.84,completed,,synthetic
2025-09-26,Plate,35.66,34.97,completed,,synthetic
2025-09-26,Pork Belly,247.66,234.05,completed,,synthetic
2025-09-26,Pork Loin,157.34,157.39,completed,,synthetic
2025-09-26,Pork Shoulder,69.35,70.65,completed,,synthetic
2025-09-26,Round,137.45,138.06,completed,,synthetic
2025-09-26,Shank,24.13,23.37,completed,,synthetic
2025-09-26,Striploin Whole,142.88,142.48,completed,,synthetic
2025-09-26,Tenderloin,15.05,14.59,completed,,synthetic
2025-09-26,Top Sirloin Butt,74.3,68.58,completed,,synthetic
2025-09-26,Wagyu Flat Iron,30.08,30.78,completed,,synthetic
2025-09-27,6X6 Frenched,36.06,34.64,completed,,synthetic
2025-09-27,Blade Eyes,514.78,514.6,completed,,synthetic
2025-09-27,Bone-in Ribeye,66.54,54.25,partial,quality_hold,synthetic
2025-09-27,Brisket,73.42,71.66,completed,,synthetic
2025-09-27,Chuck Flat,206.59,213.51,completed,,synthetic
2025-09-27,Chuck Primal,426.41,286.49,partial,labor_short,synthetic
2025-09-27,Flank,55.72,56.52,completed,,synthetic
2025-09-27,Plate,45.85,46.37,completed,,synthetic
2025-09-27,Pork Belly,297.19,0.0,cancelled,stock_short,synthetic
2025-09-27,Pork Loin,188.81,189.07,completed,,synthetic
2025-09-27,Pork Shoulder,89.16,82.06,completed,,synthetic
2025-09-27,Round,158.5,160.07,completed,,synthetic
2025-09-27,Shank,31.47,31.74,completed,,synthetic
2025-09-27,Striploin Whole,171.46,170.87,completed,,synthetic
2025-09-27,Tenderloin,20.84,20.19,completed,,synthetic
2025-09-27,Top Sirloin Butt,95.53,96.94,completed,,synthetic
2025-09-27,Wagyu Flat Iron,38.67,26.87,partial,equipment,synthetic
2025-09-28,6X6 Frenched,30.05,29.2,completed,,synthetic
2025-09-28,Blade Eyes,425.29,415.45,completed,,synthetic
2025-09-28,Bone-in Ribeye,53.23,51.36,completed,,synthetic
2025-09-28,Brisket,57.69,32.39,partial,equipment,synthetic
2025-09-28,Chuck Flat,179.4,170.93,completed,,synthetic
2025-09-28,Chuck Primal,358.57,337.74,completed,,synthetic
2025-09-28,Flank,44.58,33.29,partial,quality_hold,synthetic
2025-09-28,Plate,35.66,0.0,cancelled,stock_short,synthetic
2025-09-28,Pork Belly,247.66,0.0,cancelled,stock_short,synthetic
2025-09-28,Pork Loin,157.34,159.05,completed,,synthetic
2025-09-28,Pork Shoulder,69.35,70.58,completed,,synthetic
2025-09-28,Round,137.45,135.88,completed,,synthetic
2025-09-28,Shank,24.13,24.42,completed,,synthetic
2025-09-28,Striploin Whole,142.88,143.16,completed,,synthetic
2025-09-28,Tenderloin,15.05,14.38,completed,,synthetic
2025-09-28,Top Sirloin Butt,74.3,74.72,completed,,synthetic
2025-09-28,Wagyu Flat Iron,30.08,31.29,completed,,synthetic
2025-09-29,6X6 Frenched,24.04,23.64,completed,,synthetic
2025-09-29,Blade Eyes,335.79,352.32,completed,,synthetic
2025-09-29,Bone-in Ribeye,39.92,41.72,completed,,synthetic
2025-09-29,Brisket,41.96,41.88,completed,,synthetic
2025-09-29,Chuck Flat,152.22,152.31,completed,,synthetic
2025-09-29,Chuck Primal,290.73,282.15,completed,,synthetic
2025-09-29,Flank,33.43,32.76,completed,,synthetic
2025-09-29,Plate,25.47,0.0,cancelled,stock_short,synthetic
2025-09-29,Pork Belly,198.13,129.96,partial,equipment,synthetic
2025-09-29,Pork Loin,125.87,125.99,completed,,synthetic
2025-09-29,Pork Shoulder,49.53,49.36,completed,,synthetic
2025-09-29,Round,116.4,114.33,completed,,synthetic
2025-09-29,Shank,16.78,9.26,partial,quality_hold,synthetic
2025-09-29,Striploin Whole,114.31,56.03,partial,quality_hold,synthetic
2025-09-29,Tenderloin,9.26,9.12,completed,,synthetic
2025-09-29,Top Sirloin Butt,53.07,50.89,completed,,synthetic
2025-09-29,Wagyu Flat Iron,21.48,21.06,completed,,synthetic
2025-09-30,6X6 Frenched,24.04,24.98,completed,,synthetic
2025-09-30,Blade Eyes,335.79,314.52,completed,,synthetic
2025-09-30,Bone-in Ribeye,39.92,39.6,completed,,synthetic
2025-09-30,Brisket,41.96,44.66,completed,,synthetic
2025-09-30,Chuck Flat,152.22,150.19,completed,,synthetic
2025-09-30,Chuck Primal,290.73,291.89,completed,,synthetic
2025-09-30,Flank,33.43,32.58,completed,,synthetic
2025-09-30,Plate,25.47,24.25,completed,,synthetic
2025-09-30,Pork Belly,198.13,193.99,completed,,synthetic
2025-09-30,Pork Loin,125.87,131.62,completed,,synthetic
2025-09-30,Pork Shoulder,49.53,48.67,completed,,synthetic
2025-09-30,Round,116.4,121.66,completed,,synthetic
2025-09-30,Shank,16.78,7.69,partial,labor_short,synthetic
2025-09-30,Striploin Whole,114.31,118.6,completed,,synthetic
2025-09-30,Tenderloin,9.26,9.27,completed,,synthetic
2025-09-30,Top Sirloin Butt,53.07,28.64,partial,equipment,synthetic
2025-09-30,Wagyu Flat Iron,21.48,20.38,completed,,synthetic
2025-10-01,6X6 Frenched,24.04,24.87,completed,,synthetic
2025-10-01,Blade Eyes,335.79,335.9,completed,,synthetic
2025-10-01,Bone-in Ribeye,39.92,40.28,completed,,synthetic
2025-10-01,Brisket,41.96,42.46,completed,,synthetic
2025-10-01,Chuck Flat,152.22,146.83,completed,,synthetic
2025-10-01,Chuck Primal,290.73,293.34,completed,,synthetic
2025-10-01,Flank,33.43,31.08,completed,,synthetic
2025-10-01,Plate,25.47,24.94,completed,,synthetic
2025-10-01,Pork Belly,198.13,189.87,completed,,synthetic
2025-10-01,Pork Loin,125.87,119.67,completed,,synthetic
2025-10-01,Pork Shoulder,49.53,50.27,completed,,synthetic
2025-10-01,Round,116.4,115.61,completed,,synthetic
2025-10-01,Shank,16.78,16.8,completed,,synthetic
2025-10-01,Striploin Whole,114.31,65.46,partial,labor_short,synthetic
2025-10-01,Tenderloin,9.26,9.31,completed,,synthetic
2025-10-01,Top Sirloin Butt,53.07,52.88,completed,,synthetic
2025-10-01,Wagyu Flat Iron,21.48,21.0,completed,,synthetic
2025-10-02,6X6 Frenched,24.04,24.02,completed,,synthetic
2025-10-02,Blade Eyes,335.79,335.0,completed,,synthetic
2025-10-02,Bone-in Ribeye,39.92,41.4,completed,,synthetic
2025-10-02,Brisket,41.96,40.46,completed,,synthetic
2025-10-02,Chuck Flat,152.22,155.44,completed,,synthetic
2025-10-02,Chuck Primal,290.73,236.74,partial,quality_hold,synthetic
2025-10-02,Flank,33.43,30.63,completed,,synthetic
2025-10-02,Plate,25.47,25.39,completed,,synthetic
2025-10-02,Pork Belly,198.13,209.18,completed,,synthetic
2025-10-02,Pork Loin,125.87,124.59,completed,,synthetic
2025-10-02,Pork Shoulder,49.53,50.33,completed,,synthetic
2025-10-02,Round,116.4,113.67,completed,,synthetic
2025-10-02,Shank,16.78,16.7,completed,,synthetic
2025-10-02,Striploin Whole,114.31,112.25,completed,,synthetic
2025-10-02,Tenderloin,9.26,8.74,completed,,synthetic
2025-10-02,Top Sirloin Butt,53.07,55.35,completed,,synthetic
2025-10-02,Wagyu Flat Iron,21.48,21.58,completed,,synthetic
2025-10-03,6X6 Frenched,30.05,29.58,completed,,synthetic
2025-10-03,Blade Eyes,425.29,431.08,completed,,synthetic
2025-10-03,Bone-in Ribeye,53.23,54.82,completed,,synthetic
2025-10-03,Brisket,57.69,45.97,partial,equipment,synthetic
2025-10-03,Chuck Flat,179.4,184.05,completed,,synthetic
2025-10-03,Chuck Primal,358.57,362.26,completed,,synthetic
2025-10-03,Flank,44.58,43.18,completed,,synthetic
2025-10-03,Plate,35.66,34.75,completed,,synthetic
2025-10-03,Pork Belly,247.66,253.62,completed,,synthetic
2025-10-03,Pork Loin,157.34,153.16,completed,,synthetic
2025-10-03,Pork Shoulder,69.35,69.44,completed,,synthetic
2025-10-03,Round,137.45,140.22,completed,,synthetic
2025-10-03,Shank,24.13,24.73,completed,,synthetic
2025-10-03,Striploin Whole,142.88,144.06,completed,,synthetic
2025-10-03,Tenderloin,15.05,15.78,completed,,synthetic
2025-10-03,Top Sirloin Butt,74.3,72.64,completed,,synthetic
2025-10-03,Wagyu Flat Iron,30.08,30.62,completed,,synthetic
2025-10-04,6X6 Frenched,36.06,37.77,completed,,synthetic
2025-10-04,Blade Eyes,514.78,508.43,completed,,synthetic
2025-10-04,Bone-in Ribeye,66.54,64.42,completed,,synthetic
2025-10-04,Brisket,73.42,70.99,completed,,synthetic
2025-10-04,Chuck Flat,206.59,202.2,completed,,synthetic
2025-10-04,Chuck Primal,426.41,415.49,completed,,synthetic
2025-10-04,Flank,55.72,56.91,completed,,synthetic
2025-10-04,Plate,45.85,46.46,completed,,synthetic
2025-10-04,Pork Belly,297.19,301.87,completed,,synthetic
2025-10-04,Pork Loin,188.81,195.03,completed,,synthetic
2025-10-04,Pork Shoulder,89.16,93.1,completed,,synthetic
2025-10-04,Round,158.5,156.01,completed,,synthetic
2025-10-04,Shank,31.47,32.71,completed,,synthetic
2025-10-04,Striploin Whole,171.46,171.69,completed,,synthetic
2025-10-04,Tenderloin,20.84,20.47,completed,,synthetic
2025-10-04,Top Sirloin Butt,95.53,95.47,completed,,synthetic
2025-10-04,Wagyu Flat Iron,38.67,37.84,completed,,synthetic
2025-10-05,6X6 Frenched,30.05,30.01,completed,,synthetic
2025-10-05,Blade Eyes,425.29,427.36,completed,,synthetic
2025-10-05,Bone-in Ribeye,53.23,52.01,completed,,synthetic
2025-10-05,Brisket,57.69,55.53,completed,,synthetic
2025-10-05,Chuck Flat,179.4,175.2,completed,,synthetic
2025-10-05,Chuck Primal,358.57,343.08,completed,,synthetic
2025-10-05,Flank,44.58,44.68,completed,,synthetic
2025-10-05,Plate,35.66,34.66,completed,,synthetic
2025-10-05,Pork Belly,247.66,243.81,completed,,synthetic
2025-10-05,Pork Loin,157.34,155.3,completed,,synthetic
2025-10-05,Pork Shoulder,69.35,67.36,completed,,synthetic
2025-10-05,Round,137.45,131.68,completed,,synthetic
2025-10-05,Shank,24.13,23.87,completed,,synthetic
2025-10-05,Striploin Whole,142.88,141.57,completed,,synthetic
2025-10-05,Tenderloin,15.05,16.21,completed,,synthetic
2025-10-05,Top Sirloin Butt,74.3,74.44,completed,,synthetic
2025-10-05,Wagyu Flat Iron,30.08,29.9,completed,,synthetic
2025-10-06,6X6 Frenched,24.04,23.46,completed,,synthetic
2025-10-06,Blade Eyes,335.79,0.0,cancelled,stock_short,synthetic
2025-10-06,Bone-in Ribeye,39.92,40.84,completed,,synthetic
2025-10-06,Brisket,41.96,40.78,completed,,synthetic
2025-10-06,Chuck Flat,152.22,151.04,completed,,synthetic
2025-10-06,Chuck Primal,290.73,299.47,completed,,synthetic
2025-10-06,Flank,33.43,33.03,completed,,synthetic
2025-10-06,Plate,25.47,25.01,completed,,synthetic
2025-10-06,Pork Belly,198.13,188.29,completed,,synthetic
2025-10-06,Pork Loin,125.87,127.84,completed,,synthetic
2025-10-06,Pork Shoulder,49.53,27.02,partial,equipment,synthetic
2025-10-06,Round,116.4,114.17,completed,,synthetic
2025-10-06,Shank,16.78,17.07,completed,,synthetic
2025-10-06,Striploin Whole,114.31,117.14,completed,,synthetic
2025-10-06,Tenderloin,9.26,9.26,completed,,synthetic
2025-10-06,Top Sirloin Butt,53.07,54.72,completed,,synthetic
2025-10-06,Wagyu Flat Iron,21.48,22.21,completed,,synthetic
2025-10-07,6X6 Frenched,24.04,24.76,completed,,synthetic
2025-10-07,Blade Eyes,335.79,0.0,cancelled,stock_short,synthetic
2025-10-07,Bone-in Ribeye,39.92,39.91,completed,,synthetic
2025-10-07,Brisket,41.96,43.0,completed,,synthetic
2025-10-07,Chuck Flat,152.22,153.74,completed,,synthetic
2025-10-07,Chuck Primal,290.73,285.48,completed,,synthetic
2025-10-07,Flank,33.43,0.0,cancelled,stock_short,synthetic
2025-10-07,Plate,25.47,21.16,partial,quality_hold,synthetic
2025-10-07,Pork Belly,198.13,207.9,completed,,synthetic
2025-10-07,Pork Loin,125.87,125.0,completed,,synthetic
2025-10-07,Pork Shoulder,49.53,51.36,completed,,synthetic
2025-10-07,Round,116.4,110.94,completed,,synthetic
2025-10-07,Shank,16.78,16.79,completed,,synthetic
2025-10-07,Striploin Whole,114.31,115.45,completed,,synthetic
2025-10-07,Tenderloin,9.26,9.34,completed,,synthetic
2025-10-07,Top Sirloin Butt,53.07,53.2,completed,,synthetic
2025-10-07,Wagyu Flat Iron,21.48,20.37,completed,,synthetic
2025-10-08,6X6 Frenched,24.04,18.27,partial,labor_short,synthetic
2025-10-08,Blade Eyes,335.79,0.0,cancelled,stock_short,synthetic
2025-10-08,Bone-in Ribeye,39.92,41.64,completed,,synthetic
2025-10-08,Brisket,41.96,19.84,partial,equipment,synthetic
2025-10-08,Chuck Flat,152.22,115.16,partial,quality_hold,synthetic
2025-10-08,Chuck Primal,290.73,298.46,completed,,synthetic
2025-10-08,Flank,33.43,0.0,cancelled,stock_short,synthetic
2025-10-08,Plate,25.47,25.5,completed,,synthetic
2025-10-08,Pork Belly,198.13,200.67,completed,,synthetic
2025-10-08,Pork Loin,125.87,123.75,completed,,synthetic
2025-10-08,Pork Shoulder,49.53,51.71,completed,,synthetic
2025-10-08,Round,116.4,116.42,completed,,synthetic
2025-10-08,Shank,16.78,16.95,completed,,synthetic
2025-10-08,Striploin Whole,114.31,111.82,completed,,synthetic
2025-10-08,Tenderloin,9.26,9.03,completed,,synthetic
2025-10-08,Top Sirloin Butt,53.07,53.81,completed,,synthetic
2025-10-08,Wagyu Flat Iron,21.48,22.23,completed,,synthetic
2025-10-09,6X6 Frenched,32.46,32.88,completed,,synthetic
2025-10-09,Blade Eyes,453.32,242.97,partial,equipment,synthetic
2025-10-09,Bone-in Ribeye,53.89,54.28,completed,,synthetic
2025-10-09,Brisket,56.64,57.37,completed,,synthetic
2025-10-09,Chuck Flat,205.5,197.34,completed,,synthetic
2025-10-09,Chuck Primal,392.49,395.56,completed,,synthetic
2025-10-09,Flank,45.14,0.0,cancelled,stock_short,synthetic
2025-10-09,Plate,34.39,34.82,completed,,synthetic
2025-10-09,Pork Belly,267.47,264.23,completed,,synthetic
2025-10-09,Pork Loin,169.92,167.33,completed,,synthetic
2025-10-09,Pork Shoulder,66.87,67.14,completed,,synthetic
2025-10-09,Round,157.14,152.86,completed,,synthetic
2025-10-09,Shank,22.66,23.52,completed,,synthetic
2025-10-09,Striploin Whole,154.31,153.8,completed,,synthetic
2025-10-09,Tenderloin,12.51,12.53,completed,,synthetic
2025-10-09,Top Sirloin Butt,71.64,73.3,completed,,synthetic
2025-10-09,Wagyu Flat Iron,29.0,29.19,completed,,synthetic
2025-10-10,6X6 Frenched,51.09,49.76,completed,,synthetic
2025-10-10,Blade Eyes,722.99,455.77,partial,equipment,synthetic
2025-10-10,Bone-in Ribeye,90.49,87.61,completed,,synthetic
2025-10-10,Brisket,98.07,98.76,completed,,synthetic
2025-10-10,Chuck Flat,304.99,308.87,completed,,synthetic
2025-10-10,Chuck Primal,609.57,613.91,completed,,synthetic
2025-10-10,Flank,75.78,0.0,cancelled,stock_short,synthetic
2025-10-10,Plate,60.63,60.73,completed,,synthetic
2025-10-10,Pork Belly,421.02,427.94,completed,,synthetic
2025-10-10,Pork Loin,267.47,267.07,completed,,synthetic
2025-10-10,Pork Shoulder,117.89,113.9,completed,,synthetic
2025-10-10,Round,233.67,246.02,completed,,synthetic
2025-10-10,Shank,41.01,24.94,partial,quality_hold,synthetic
2025-10-10,Striploin Whole,242.9,232.97,completed,,synthetic
2025-10-10,Tenderloin,25.59,25.04,completed,,synthetic
2025-10-10,Top Sirloin Butt,126.31,125.75,completed,,synthetic
2025-10-10,Wagyu Flat Iron,51.13,50.77,completed,,synthetic
2025-10-11,6X6 Frenched,61.31,61.91,completed,,synthetic
2025-10-11,Blade Eyes,875.13,892.17,completed,,synthetic
2025-10-11,Bone-in Ribeye,113.11,112.53,completed,,synthetic
2025-10-11,Brisket,124.82,121.46,completed,,synthetic
2025-10-11,Chuck Flat,351.2,343.18,completed,,synthetic
2025-10-11,Chuck Primal,724.89,723.53,completed,,synthetic
2025-10-11,Flank,94.73,0.0,cancelled,stock_short,synthetic
2025-10-11,Plate,77.95,76.29,completed,,synthetic
2025-10-11,Pork Belly,505.23,521.2,completed,,synthetic
2025-10-11,Pork Loin,320.97,169.49,partial,quality_hold,synthetic
2025-10-11,Pork Shoulder,151.57,151.85,completed,,synthetic
2025-10-11,Round,269.46,261.79,completed,,synthetic
2025-10-11,Shank,53.49,54.19,completed,,synthetic
2025-10-11,Striploin Whole,291.48,309.23,completed,,synthetic
2025-10-11,Tenderloin,35.43,34.81,completed,,synthetic
2025-10-11,Top Sirloin Butt,162.4,162.08,completed,,synthetic
2025-10-11,Wagyu Flat Iron,65.74,66.26,completed,,synthetic
2025-10-12,6X6 Frenched,30.65,29.98,completed,,synthetic
2025-10-12,Blade Eyes,437.56,0.0,cancelled,stock_short,synthetic
2025-10-12,Bone-in Ribeye,56.56,55.59,completed,,synthetic
2025-10-12,Brisket,62.41,61.01,completed,,synthetic
2025-10-12,Chuck Flat,175.6,178.55,completed,,synthetic
2025-10-12,Chuck Primal,362.45,0.0,cancelled,stock_short,synthetic
2025-10-12,Flank,47.37,0.0,cancelled,stock_short,synthetic
2025-10-12,Plate,38.97,0.0,cancelled,stock_short,synthetic
2025-10-12,Pork Belly,252.61,258.52,completed,,synthetic
2025-10-12,Pork Loin,160.48,158.0,completed,,synthetic
2025-10-12,Pork Shoulder,75.78,75.36,completed,,synthetic
2025-10-12,Round,134.73,134.84,completed,,synthetic
2025-10-12,Shank,26.75,25.99,completed,,synthetic
2025-10-12,Striploin Whole,145.74,147.98,completed,,synthetic
2025-10-12,Tenderloin,17.72,18.35,completed,,synthetic
2025-10-12,Top Sirloin Butt,81.2,80.59,completed,,synthetic
2025-10-12,Wagyu Flat Iron,32.87,0.0,cancelled,stock_short,synthetic
2025-10-14,6X6 Frenched,24.04,0.0,cancelled,stock_short,synthetic
2025-10-14,Blade Eyes,335.79,344.4,completed,,synthetic
2025-10-14,Bone-in Ribeye,39.92,40.14,completed,,synthetic
