schedule_date,source_primal,planned_primal_kg,status,priority,notes
2025-11-08,Chuck Flat,206.59,completed,high,today + next-day buffer
2025-11-08,Round,158.5,completed,normal,today + next-day buffer
2025-11-08,Pork Loin,188.81,completed,high,today + next-day buffer
2025-11-08,Blade Eyes,514.78,completed,high,today + next-day buffer
2025-11-08,Bone-in Ribeye,66.54,completed,normal,today + next-day buffer
2025-11-08,Top Sirloin Butt,95.53,completed,normal,today + next-day buffer
2025-11-08,Shank,31.47,completed,low,today + next-day buffer
2025-11-08,Brisket,73.42,completed,normal,today + next-day buffer
2025-11-09,Flank,44.58,completed,low,today + next-day buffer
2025-11-09,6X6 Frenched,30.05,completed,low,today + next-day buffer
2025-11-09,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-11-09,Pork Belly,247.66,completed,high,today + next-day buffer
2025-11-09,Tenderloin,15.05,completed,low,today + next-day buffer
2025-11-09,Chuck Primal,358.57,completed,high,today + next-day buffer
2025-11-09,Striploin Whole,142.88,completed,normal,today + next-day buffer
2025-11-09,Plate,35.66,completed,low,today + next-day buffer
2025-11-09,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-11-09,Chuck Flat,179.4,completed,high,today + next-day buffer
2025-11-09,Round,137.45,completed,normal,today + next-day buffer
2025-11-09,Pork Loin,157.34,completed,high,today + next-day buffer
2025-11-09,Blade Eyes,425.29,completed,high,today + next-day buffer
2025-11-09,Bone-in Ribeye,53.23,completed,normal,today + next-day buffer
2025-11-09,Top Sirloin Butt,74.3,partial,normal,today + next-day buffer
2025-11-09,Shank,24.13,completed,low,today + next-day buffer
2025-11-09,Brisket,57.69,completed,normal,today + next-day buffer
2025-11-10,Flank,33.43,completed,low,today + next-day buffer
2025-11-10,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-11-10,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-11-10,Pork Belly,198.13,completed,high,today + next-day buffer
2025-11-10,Tenderloin,9.26,completed,low,today + next-day buffer
2025-11-10,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-11-10,Striploin Whole,114.31,cancelled,normal,today + next-day buffer
2025-11-10,Plate,25.47,completed,low,today + next-day buffer
2025-11-10,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-11-10,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-11-10,Round,116.4,completed,normal,today + next-day buffer
2025-11-10,Pork Loin,125.87,completed,high,today + next-day buffer
2025-11-10,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-11-10,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-11-10,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-11-10,Shank,16.78,completed,low,today + next-day buffer
2025-11-10,Brisket,41.96,completed,normal,today + next-day buffer
2025-11-11,Flank,33.43,completed,low,today + next-day buffer
2025-11-11,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-11-11,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-11-11,Pork Belly,198.13,completed,high,today + next-day buffer
2025-11-11,Tenderloin,9.26,completed,low,today + next-day buffer
2025-11-11,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-11-11,Striploin Whole,114.31,cancelled,normal,today + next-day buffer
2025-11-11,Plate,25.47,completed,low,today + next-day buffer
2025-11-11,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-11-11,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-11-11,Round,116.4,completed,normal,today + next-day buffer
2025-11-11,Pork Loin,125.87,completed,high,today + next-day buffer
2025-11-11,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-11-11,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-11-11,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-11-11,Shank,16.78,completed,low,today + next-day buffer
2025-11-11,Brisket,41.96,completed,normal,today + next-day buffer
2025-11-12,Flank,33.43,completed,low,today + next-day buffer
2025-11-12,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-11-12,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-11-12,Pork Belly,198.13,completed,high,today + next-day buffer
2025-11-12,Tenderloin,9.26,completed,low,today + next-day buffer
2025-11-12,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-11-12,Striploin Whole,114.31,cancelled,normal,today + next-day buffer
2025-11-12,Plate,25.47,completed,low,today + next-day buffer
2025-11-12,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-11-12,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-11-12,Round,116.4,completed,normal,today + next-day buffer
2025-11-12,Pork Loin,125.87,completed,high,today + next-day buffer
2025-11-12,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-11-12,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-11-12,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-11-12,Shank,16.78,completed,low,today + next-day buffer
2025-11-12,Brisket,41.96,completed,normal,today + next-day buffer
2025-11-13,Flank,33.43,completed,low,today + next-day buffer
2025-11-13,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-11-13,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-11-13,Pork Belly,198.13,completed,high,today + next-day buffer
2025-11-13,Tenderloin,9.26,completed,low,today + next-day buffer
2025-11-13,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-11-13,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-11-13,Plate,25.47,completed,low,today + next-day buffer
2025-11-13,Pork Shoulder,49.53,partial,normal,today + next-day buffer
2025-11-13,Chuck Flat,152.22,cancelled,high,today + next-day buffer
2025-11-13,Round,116.4,completed,normal,today + next-day buffer
2025-11-13,Pork Loin,125.87,completed,high,today + next-day buffer
2025-11-13,Blade Eyes,335.79,partial,high,today + next-day buffer
2025-11-13,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-11-13,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-11-13,Shank,16.78,completed,low,today + next-day buffer
2025-11-13,Brisket,41.96,completed,normal,today + next-day buffer
2025-11-14,Flank,44.58,partial,low,today + next-day buffer
2025-11-14,6X6 Frenched,30.05,completed,low,today + next-day buffer
2025-11-14,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-11-14,Pork Belly,247.66,completed,high,today + next-day buffer
2025-11-14,Tenderloin,15.05,completed,low,today + next-day buffer
2025-11-14,Chuck Primal,358.57,completed,high,today + next-day buffer
2025-11-14,Striploin Whole,142.88,completed,normal,today + next-day buffer
2025-11-14,Plate,35.66,completed,low,today + next-day buffer
2025-11-14,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-11-14,Chuck Flat,179.4,completed,high,today + next-day buffer
2025-11-14,Round,137.45,partial,normal,today + next-day buffer
2025-11-14,Pork Loin,157.34,partial,high,today + next-day buffer
2025-11-14,Blade Eyes,425.29,completed,high,today + next-day buffer
2025-11-14,Bone-in Ribeye,53.23,completed,normal,today + next-day buffer
2025-11-14,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-11-14,Shank,24.13,completed,low,today + next-day buffer
2025-11-14,Brisket,57.69,completed,normal,today + next-day buffer
2025-11-15,Flank,55.72,completed,low,today + next-day buffer
2025-11-15,6X6 Frenched,36.06,partial,low,today + next-day buffer
2025-11-15,Wagyu Flat Iron,38.67,completed,low,today + next-day buffer
2025-11-15,Pork Belly,297.19,completed,high,today + next-day buffer
2025-11-15,Tenderloin,20.84,completed,low,today + next-day buffer
2025-11-15,Chuck Primal,426.41,completed,high,today + next-day buffer
2025-11-15,Striploin Whole,171.46,completed,normal,today + next-day buffer
2025-11-15,Plate,45.85,completed,low,today + next-day buffer
2025-11-15,Pork Shoulder,89.16,completed,normal,today + next-day buffer
2025-11-15,Chuck Flat,206.59,completed,high,today + next-day buffer
2025-11-15,Round,158.5,completed,normal,today + next-day buffer
2025-11-15,Pork Loin,188.81,completed,high,today + next-day buffer
2025-11-15,Blade Eyes,514.78,completed,high,today + next-day buffer
2025-11-15,Bone-in Ribeye,66.54,completed,normal,today + next-day buffer
2025-11-15,Top Sirloin Butt,95.53,completed,normal,today + next-day buffer
2025-11-15,Shank,31.47,partial,low,today + next-day buffer
2025-11-15,Brisket,73.42,completed,normal,today + next-day buffer
2025-11-16,Flank,44.58,completed,low,today + next-day buffer
2025-11-16,6X6 Frenched,30.05,completed,low,today + next-day buffer
2025-11-16,Wagyu Flat Iron,30.08,partial,low,today + next-day buffer
2025-11-16,Pork Belly,247.66,completed,high,today + next-day buffer
2025-11-16,Tenderloin,15.05,completed,low,today + next-day buffer
2025-11-16,Chuck Primal,358.57,completed,high,today + next-day buffer
2025-11-16,Striploin Whole,142.88,completed,normal,today + next-day buffer
2025-11-16,Plate,35.66,completed,low,today + next-day buffer
2025-11-16,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-11-16,Chuck Flat,179.4,completed,high,today + next-day buffer
2025-11-16,Round,137.45,completed,normal,today + next-day buffer
2025-11-16,Pork Loin,157.34,completed,high,today + next-day buffer
2025-11-16,Blade Eyes,425.29,completed,high,today + next-day buffer
2025-11-16,Bone-in Ribeye,53.23,completed,normal,today + next-day buffer
2025-11-16,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-11-16,Shank,24.13,completed,low,today + next-day buffer
2025-11-16,Brisket,57.69,completed,normal,today + next-day buffer
2025-11-17,Flank,33.43,completed,low,today + next-day buffer
2025-11-17,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-11-17,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-11-17,Pork Belly,198.13,completed,high,today + next-day buffer
2025-11-17,Tenderloin,9.26,completed,low,today + next-day buffer
2025-11-17,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-11-17,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-11-17,Plate,25.47,completed,low,today + next-day buffer
2025-11-17,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-11-17,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-11-17,Round,116.4,completed,normal,today + next-day buffer
2025-11-17,Pork Loin,125.87,completed,high,today + next-day buffer
2025-11-17,Blade Eyes,335.79,partial,high,today + next-day buffer
2025-11-17,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-11-17,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-11-17,Shank,16.78,completed,low,today + next-day buffer
2025-11-17,Brisket,41.96,completed,normal,today + next-day buffer
2025-11-18,Flank,33.43,completed,low,today + next-day buffer
2025-11-18,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-11-18,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-11-18,Pork Belly,198.13,completed,high,today + next-day buffer
2025-11-18,Tenderloin,9.26,completed,low,today + next-day buffer
2025-11-18,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-11-18,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-11-18,Plate,25.47,completed,low,today + next-day buffer
2025-11-18,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-11-18,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-11-18,Round,116.4,completed,normal,today + next-day buffer
2025-11-18,Pork Loin,125.87,completed,high,today + next-day buffer
2025-11-18,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-11-18,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-11-18,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-11-18,Shank,16.78,completed,low,today + next-day buffer
2025-11-18,Brisket,41.96,completed,normal,today + next-day buffer
2025-11-19,Flank,33.43,completed,low,today + next-day buffer
2025-11-19,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-11-19,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-11-19,Pork Belly,198.13,completed,high,today + next-day buffer
2025-11-19,Tenderloin,9.26,completed,low,today + next-day buffer
2025-11-19,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-11-19,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-11-19,Plate,25.47,completed,low,today + next-day buffer
2025-11-19,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-11-19,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-11-19,Round,116.4,completed,normal,today + next-day buffer
2025-11-19,Pork Loin,125.87,completed,high,today + next-day buffer
2025-11-19,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-11-19,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-11-19,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-11-19,Shank,16.78,completed,low,today + next-day buffer
2025-11-19,Brisket,41.96,completed,normal,today + next-day buffer
2025-11-20,Flank,33.43,completed,low,today + next-day buffer
2025-11-20,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-11-20,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-11-20,Pork Belly,198.13,partial,high,today + next-day buffer
2025-11-20,Tenderloin,9.26,completed,low,today + next-day buffer
2025-11-20,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-11-20,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-11-20,Plate,25.47,completed,low,today + next-day buffer
2025-11-20,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-11-20,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-11-20,Round,116.4,completed,normal,today + next-day buffer
2025-11-20,Pork Loin,125.87,completed,high,today + next-day buffer
2025-11-20,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-11-20,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-11-20,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-11-20,Shank,16.78,completed,low,today + next-day buffer
2025-11-20,Brisket,41.96,completed,normal,today + next-day buffer
2025-11-21,Flank,44.58,completed,low,today + next-day buffer
2025-11-21,6X6 Frenched,30.05,completed,low,today + next-day buffer
2025-11-21,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-11-21,Pork Belly,247.66,completed,high,today + next-day buffer
2025-11-21,Tenderloin,15.05,completed,low,today + next-day buffer
2025-11-21,Chuck Primal,358.57,completed,high,today + next-day buffer
2025-11-21,Striploin Whole,142.88,completed,normal,today + next-day buffer
2025-11-21,Plate,35.66,completed,low,today + next-day buffer
2025-11-21,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-11-21,Chuck Flat,179.4,completed,high,today + next-day buffer
2025-11-21,Round,137.45,completed,normal,today + next-day buffer
2025-11-21,Pork Loin,157.34,completed,high,today + next-day buffer
2025-11-21,Blade Eyes,425.29,completed,high,today + next-day buffer
2025-11-21,Bone-in Ribeye,53.23,completed,normal,today + next-day buffer
2025-11-21,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-11-21,Shank,24.13,completed,low,today + next-day buffer
2025-11-21,Brisket,57.69,completed,normal,today + next-day buffer
2025-11-22,Flank,55.72,completed,low,today + next-day buffer
2025-11-22,6X6 Frenched,36.06,completed,low,today + next-day buffer
2025-11-22,Wagyu Flat Iron,38.67,completed,low,today + next-day buffer
2025-11-22,Pork Belly,297.19,completed,high,today + next-day buffer
2025-11-22,Tenderloin,20.84,completed,low,today + next-day buffer
2025-11-22,Chuck Primal,426.41,partial,high,today + next-day buffer
2025-11-22,Striploin Whole,171.46,completed,normal,today + next-day buffer
2025-11-22,Plate,45.85,completed,low,today + next-day buffer
2025-11-22,Pork Shoulder,89.16,completed,normal,today + next-day buffer
2025-11-22,Chuck Flat,206.59,completed,high,today + next-day buffer
2025-11-22,Round,158.5,cancelled,normal,today + next-day buffer
2025-11-22,Pork Loin,188.81,completed,high,today + next-day buffer
2025-11-22,Blade Eyes,514.78,completed,high,today + next-day buffer
2025-11-22,Bone-in Ribeye,66.54,completed,normal,today + next-day buffer
2025-11-22,Top Sirloin Butt,95.53,completed,normal,today + next-day buffer
2025-11-22,Shank,31.47,partial,low,today + next-day buffer
2025-11-22,Brisket,73.42,completed,normal,today + next-day buffer
2025-11-23,Flank,44.58,cancelled,low,today + next-day buffer
2025-11-23,6X6 Frenched,30.05,completed,low,today + next-day buffer
2025-11-23,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-11-23,Pork Belly,247.66,completed,high,today + next-day buffer
2025-11-23,Tenderloin,15.05,completed,low,today + next-day buffer
2025-11-23,Chuck Primal,358.57,completed,high,today + next-day buffer
2025-11-23,Striploin Whole,142.88,completed,normal,today + next-day buffer
2025-11-23,Plate,35.66,completed,low,today + next-day buffer
2025-11-23,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-11-23,Chuck Flat,179.4,completed,high,today + next-day buffer
2025-11-23,Round,137.45,cancelled,normal,today + next-day buffer
2025-11-23,Pork Loin,157.34,completed,high,today + next-day buffer
2025-11-23,Blade Eyes,425.29,partial,high,today + next-day buffer
2025-11-23,Bone-in Ribeye,53.23,completed,normal,today + next-day buffer
2025-11-23,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-11-23,Shank,24.13,completed,low,today + next-day buffer
2025-11-23,Brisket,57.69,completed,normal,today + next-day buffer
2025-11-24,Flank,33.43,cancelled,low,today + next-day buffer
2025-11-24,6X6 Frenched,24.04,partial,low,today + next-day buffer
2025-11-24,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-11-24,Pork Belly,198.13,completed,high,today + next-day buffer
2025-11-24,Tenderloin,9.26,completed,low,today + next-day buffer
2025-11-24,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-11-24,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-11-24,Plate,25.47,completed,low,today + next-day buffer
2025-11-24,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-11-24,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-11-24,Round,116.4,completed,normal,today + next-day buffer
2025-11-24,Pork Loin,125.87,completed,high,today + next-day buffer
2025-11-24,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-11-24,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-11-24,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-11-24,Shank,16.78,completed,low,today + next-day buffer
2025-11-24,Brisket,41.96,completed,normal,today + next-day buffer
2025-11-25,Flank,33.43,cancelled,low,today + next-day buffer
2025-11-25,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-11-25,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-11-25,Pork Belly,198.13,completed,high,today + next-day buffer
2025-11-25,Tenderloin,9.26,completed,low,today + next-day buffer
2025-11-25,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-11-25,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-11-25,Plate,25.47,cancelled,low,today + next-day buffer
2025-11-25,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-11-25,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-11-25,Round,116.4,completed,normal,today + next-day buffer
2025-11-25,Pork Loin,125.87,completed,high,today + next-day buffer
2025-11-25,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-11-25,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-11-25,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-11-25,Shank,16.78,completed,low,today + next-day buffer
2025-11-25,Brisket,41.96,completed,normal,today + next-day buffer
2025-11-26,Flank,33.43,cancelled,low,today + next-day buffer
2025-11-26,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-11-26,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-11-26,Pork Belly,198.13,completed,high,today + next-day buffer
2025-11-26,Tenderloin,9.26,completed,low,today + next-day buffer
2025-11-26,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-11-26,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-11-26,Plate,25.47,cancelled,low,today + next-day buffer
2025-11-26,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-11-26,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-11-26,Round,116.4,completed,normal,today + next-day buffer
2025-11-26,Pork Loin,125.87,completed,high,today + next-day buffer
2025-11-26,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-11-26,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-11-26,Top Sirloin Butt,53.07,partial,normal,today + next-day buffer
2025-11-26,Shank,16.78,completed,low,today + next-day buffer
2025-11-26,Brisket,41.96,completed,normal,today + next-day buffer
2025-11-27,Flank,33.43,cancelled,low,today + next-day buffer
2025-11-27,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-11-27,Wagyu Flat Iron,21.48,cancelled,low,today + next-day buffer
2025-11-27,Pork Belly,198.13,completed,high,today + next-day buffer
2025-11-27,Tenderloin,9.26,completed,low,today + next-day buffer
2025-11-27,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-11-27,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-11-27,Plate,25.47,cancelled,low,today + next-day buffer
2025-11-27,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-11-27,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-11-27,Round,116.4,completed,normal,today + next-day buffer
2025-11-27,Pork Loin,125.87,completed,high,today + next-day buffer
2025-11-27,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-11-27,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-11-27,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-11-27,Shank,16.78,completed,low,today + next-day buffer
2025-11-27,Brisket,41.96,completed,normal,today + next-day buffer
2025-11-28,Flank,44.58,cancelled,low,today + next-day buffer
2025-11-28,6X6 Frenched,30.05,completed,low,today + next-day buffer
2025-11-28,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-11-28,Pork Belly,247.66,completed,high,today + next-day buffer
2025-11-28,Tenderloin,15.05,completed,low,today + next-day buffer
2025-11-28,Chuck Primal,358.57,completed,high,today + next-day buffer
2025-11-28,Striploin Whole,142.88,completed,normal,today + next-day buffer
2025-11-28,Plate,35.66,completed,low,today + next-day buffer
2025-11-28,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-11-28,Chuck Flat,179.4,completed,high,today + next-day buffer
2025-11-28,Round,137.45,completed,normal,today + next-day buffer
2025-11-28,Pork Loin,157.34,completed,high,today + next-day buffer
2025-11-28,Blade Eyes,425.29,completed,high,today + next-day buffer
2025-11-28,Bone-in Ribeye,53.23,completed,normal,today + next-day buffer
2025-11-28,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-11-28,Shank,24.13,completed,low,today + next-day buffer
2025-11-28,Brisket,57.69,completed,normal,today + next-day buffer
2025-11-29,Flank,55.72,completed,low,today + next-day buffer
2025-11-29,6X6 Frenched,36.06,completed,low,today + next-day buffer
2025-11-29,Wagyu Flat Iron,38.67,completed,low,today + next-day buffer
2025-11-29,Pork Belly,297.19,completed,high,today + next-day buffer
2025-11-29,Tenderloin,20.84,completed,low,today + next-day buffer
2025-11-29,Chuck Primal,426.41,completed,high,today + next-day buffer
2025-11-29,Striploin Whole,171.46,partial,normal,today + next-day buffer
2025-11-29,Plate,45.85,completed,low,today + next-day buffer
2025-11-29,Pork Shoulder,89.16,completed,normal,today + next-day buffer
2025-11-29,Chuck Flat,206.59,completed,high,today + next-day buffer
2025-11-29,Round,158.5,partial,normal,today + next-day buffer
2025-11-29,Pork Loin,188.81,completed,high,today + next-day buffer
2025-11-29,Blade Eyes,514.78,completed,high,today + next-day buffer
2025-11-29,Bone-in Ribeye,66.54,completed,normal,today + next-day buffer
2025-11-29,Top Sirloin Butt,95.53,completed,normal,today + next-day buffer
2025-11-29,Shank,31.47,completed,low,today + next-day buffer
2025-11-29,Brisket,73.42,completed,normal,today + next-day buffer
2025-11-30,Flank,44.58,completed,low,today + next-day buffer
2025-11-30,6X6 Frenched,30.05,partial,low,today + next-day buffer
2025-11-30,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-11-30,Pork Belly,247.66,completed,high,today + next-day buffer
2025-11-30,Tenderloin,15.05,completed,low,today + next-day buffer
2025-11-30,Chuck Primal,358.57,completed,high,today + next-day buffer
2025-11-30,Striploin Whole,142.88,completed,normal,today + next-day buffer
2025-11-30,Plate,35.66,completed,low,today + next-day buffer
2025-11-30,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-11-30,Chuck Flat,179.4,completed,high,today + next-day buffer
2025-11-30,Round,137.45,partial,normal,today + next-day buffer
2025-11-30,Pork Loin,157.34,completed,high,today + next-day buffer
2025-11-30,Blade Eyes,425.29,cancelled,high,today + next-day buffer
2025-11-30,Bone-in Ribeye,53.23,partial,normal,today + next-day buffer
2025-11-30,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-11-30,Shank,24.13,completed,low,today + next-day buffer
2025-11-30,Brisket,57.69,completed,normal,today + next-day buffer
2025-12-01,Flank,33.43,completed,low,today + next-day buffer
2025-12-01,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-12-01,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-12-01,Pork Belly,198.13,completed,high,today + next-day buffer
2025-12-01,Tenderloin,9.26,completed,low,today + next-day buffer
2025-12-01,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-12-01,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-12-01,Plate,25.47,completed,low,today + next-day buffer
2025-12-01,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-12-01,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-12-01,Round,116.4,completed,normal,today + next-day buffer
2025-12-01,Pork Loin,125.87,completed,high,today + next-day buffer
2025-12-01,Blade Eyes,335.79,cancelled,high,today + next-day buffer
2025-12-01,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-12-01,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-12-01,Shank,16.78,completed,low,today + next-day buffer
2025-12-01,Brisket,41.96,completed,normal,today + next-day buffer
2025-12-02,Flank,33.43,completed,low,today + next-day buffer
2025-12-02,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-12-02,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-12-02,Pork Belly,198.13,completed,high,today + next-day buffer
2025-12-02,Tenderloin,9.26,completed,low,today + next-day buffer
2025-12-02,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-12-02,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-12-02,Plate,25.47,completed,low,today + next-day buffer
2025-12-02,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-12-02,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-12-02,Round,116.4,completed,normal,today + next-day buffer
2025-12-02,Pork Loin,125.87,completed,high,today + next-day buffer
2025-12-02,Blade Eyes,335.79,cancelled,high,today + next-day buffer
2025-12-02,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-12-02,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-12-02,Shank,16.78,completed,low,today + next-day buffer
2025-12-02,Brisket,41.96,completed,normal,today + next-day buffer
2025-12-03,Flank,33.43,completed,low,today + next-day buffer
2025-12-03,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-12-03,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-12-03,Pork Belly,198.13,completed,high,today + next-day buffer
2025-12-03,Tenderloin,9.26,completed,low,today + next-day buffer
2025-12-03,Chuck Primal,290.73,partial,high,today + next-day buffer
2025-12-03,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-12-03,Plate,25.47,completed,low,today + next-day buffer
2025-12-03,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-12-03,Chuck Flat,152.22,completed,high,today + next-day buffer
